pid,other_pids,title,year,journal,link,type
l/BuSungLee,"['61/2029-2', '88/2616', 'l/BuSungLee']",GMoCA: Green mobile cloud applications.,2012,GREENS,"['https://doi.org/10.1109/GREENS.2012.6224265', 'http://doi.ieeecomputersociety.org/10.1109/GREENS.2012.6224265', 'http://dl.acm.org/citation.cfm?id=2663782', 'https://www.wikidata.org/entity/Q57555293']",inproceedings
l/BuSungLee,"['18/6404-2', 'k/LaxmikantVKale', '53/726', '99/4818', '65/1476', '88/2616', '86/2979', '75/8503', 'l/BuSungLee']",Exploring the performance and mapping of HPC applications to platforms in the cloud.,2012,HPDC,"['https://doi.org/10.1145/2287076.2287093', 'https://www.wikidata.org/entity/Q57555288']",inproceedings
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",CDC: An Energy-Efficient Contact Discovery Scheme for Pocket Switched Networks.,2012,ICCCN,https://doi.org/10.1109/ICCCN.2012.6289213,inproceedings
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",MaxCD: Max-Rate Based Cooperative Downloading for Drive-Thru Networks.,2012,ICCCN,https://doi.org/10.1109/ICCCN.2012.6289212,inproceedings
l/BuSungLee,"['k/MarkusKirchberg', 'l/ErwinLeonardi', '57/8505', 'l/SebastianLink', '75/11480', 'l/BuSungLee']",Formal Concept Discovery in Semantic Web Data.,2012,ICFCA,"['https://doi.org/10.1007/978-3-642-29892-9_18', 'https://www.wikidata.org/entity/Q57555290']",inproceedings
l/BuSungLee,"['27/5110', '129/0921', '85/2357', 'l/BuSungLee', '129/0899']",OpenFlow based control for re-routing with differentiated flows in Data Center Networks.,2012,ICON,https://doi.org/10.1109/ICON.2012.6506562,inproceedings
l/BuSungLee,"['66/6819', '49/7684', '99/10610', '124/6976', 'l/BuSungLee']",A Demo Paper: An Analytic Workflow Framework for Green Campus.,2012,ICPADS,"['https://doi.org/10.1109/ICPADS.2012.139', 'http://doi.ieeecomputersociety.org/10.1109/ICPADS.2012.139', 'https://www.wikidata.org/entity/Q57555270']",inproceedings
l/BuSungLee,"['75/11480', 'k/MarkusKirchberg', 'l/BuSungLee', '118/4880']",Overcoming Large Data Transfer Bottlenecks in RESTful Service Orchestrations.,2012,ICWS,"['https://doi.org/10.1109/ICWS.2012.107', 'http://doi.ieeecomputersociety.org/10.1109/ICWS.2012.107', 'https://www.wikidata.org/entity/Q57555308']",inproceedings
l/BuSungLee,"['92/10031', '49/7684', '76/440', 'l/BuSungLee', '37/1304-1']",Adaptive Power Management for Data Center in Smart Grid Environment.,2012,ISPA,"['https://doi.org/10.1109/ISPA.2012.24', 'http://doi.ieeecomputersociety.org/10.1109/ISPA.2012.24', 'https://www.wikidata.org/entity/Q57555283']",inproceedings
l/BuSungLee,"['52/9457', '98/392', '51/6972', '72/5398', 'd/AnwitamanDatta', '78/5155', 'l/BuSungLee']",TwiNER: named entity recognition in targeted twitter stream.,2012,SIGIR,"['https://doi.org/10.1145/2348283.2348380', 'https://www.wikidata.org/entity/Q57555339']",inproceedings
l/BuSungLee,"['57/8505', '75/11480', '10/10089', '75/8503', 'k/MarkusKirchberg', '119/3589', 'l/BuSungLee', '45/2530', '65/885', '119/3393', '119/3515']",Tracking of Data Leaving the Cloud.,2012,TrustCom,"['https://doi.org/10.1109/TrustCom.2012.282', 'http://doi.ieeecomputersociety.org/10.1109/TrustCom.2012.282', 'https://www.wikidata.org/entity/Q57555335']",inproceedings
l/BuSungLee,"['41/10811', '75/11480', 'k/MarkusKirchberg', '75/8503', '10/10089', 'l/BuSungLee']",How to Track Your Data: Rule-Based Data Provenance Tracing Algorithms.,2012,TrustCom,"['https://doi.org/10.1109/TrustCom.2012.175', 'http://doi.ieeecomputersociety.org/10.1109/TrustCom.2012.175', 'https://www.wikidata.org/entity/Q57555297']",inproceedings
l/BuSungLee,"['56/9726', 't/StephenJohnTurner', 'l/BuSungLee', '90/9635', 'h/BingshengHe']",HPC Simulations of Information Propagation Over Social Networks.,2012,ICCS,"['https://doi.org/10.1016/j.procs.2012.04.031', 'https://www.wikidata.org/entity/Q57555294']",inproceedings
l/BuSungLee,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",A Self-Organization Framework for Wireless Ad Hoc Networks as Small Worlds,2012,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1203.1185')])",article
l/BuSungLee,"['05/7587', 'l/BuSungLee', '84/6889']",Cloud Computing.,2011,J. Internet Serv. Inf. Secur.,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.22667/JISIS.2011.05.31.001')])",article
l/BuSungLee,"['73/8538', '14/3737', 'l/BuSungLee', '30/6609', '82/1447']","Performance analysis, parameter selection and extensions to H.264/AVC FRExt for high resolution video coding.",2011,J. Vis. Commun. Image Represent.,"['https://doi.org/10.1016/j.jvcir.2011.01.004', 'https://www.wikidata.org/entity/Q57555374']",article
l/BuSungLee,"['a/QianhuiAltheaLiang', '76/7264', 'l/BuSungLee']",Interactive and Iterative Service-Composition-Based Approach to Flexible Information System Development.,2011,Int. J. Web Serv. Res.,"['https://doi.org/10.4018/jwsr.2011100104', 'https://www.wikidata.org/entity/Q57555370']",article
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Explore and Model Better I-Frames for Video Coding.,2011,IEEE Trans. Circuits Syst. Video Technol.,"['https://doi.org/10.1109/TCSVT.2011.2138750', 'https://www.wikidata.org/entity/Q57555359']",article
l/BuSungLee,"['65/6351', 'l/BuSungLee', '06/3212', '80/3549']",Cross-Layer Detection of Sinking Behavior in Wireless Ad Hoc Networks Using SVM and FDA.,2011,IEEE Trans. Dependable Secur. Comput.,"['https://doi.org/10.1109/TDSC.2009.48', 'http://doi.ieeecomputersociety.org/10.1109/TDSC.2009.48', 'https://www.wikidata.org/entity/Q57555349']",article
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Direct Intermode Selection for H.264 Video Coding Using Phase Correlation.,2011,IEEE Trans. Image Process.,"['https://doi.org/10.1109/TIP.2010.2063436', 'https://www.wikidata.org/entity/Q51672853']",article
l/BuSungLee,"['09/4697', 'l/BuSungLee', '23/2460', '52/910']",Improving job scheduling performance with parallel access to replicas in Data Grid environment.,2011,J. Supercomput.,"['https://doi.org/10.1007/s11227-009-0365-7', 'https://www.wikidata.org/entity/Q57555366']",article
l/BuSungLee,"['a/QianhuiAltheaLiang', 'l/BuSungLee']",Delivering High Resilience in Designing Platform-as-a-Service Clouds.,2011,IEEE CLOUD,"['https://doi.org/10.1109/CLOUD.2011.72', 'http://doi.ieeecomputersociety.org/10.1109/CLOUD.2011.72', 'https://www.wikidata.org/entity/Q57555353']",inproceedings
l/BuSungLee,"['75/11480', 'l/BuSungLee', '41/1537']","Towards Achieving Accountability, Auditability and Trust in Cloud Computing.",2011,ACC (4),"['https://doi.org/10.1007/978-3-642-22726-4_45', 'https://www.wikidata.org/entity/Q57555376']",inproceedings
l/BuSungLee,"['26/4290', '52/910', 'l/BuSungLee']",Adaptive Load Balancing Algorithm for multi-homing mobile nodes in local domain.,2011,CCNC,https://doi.org/10.1109/CCNC.2011.5766517,inproceedings
l/BuSungLee,"['41/10811', 'k/MarkusKirchberg', '75/11480', 'l/BuSungLee']",How to Track Your Data: The Case for Cloud Computing Provenance.,2011,CloudCom,"['https://doi.org/10.1109/CloudCom.2011.66', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2011.66', 'https://www.wikidata.org/entity/Q57555365']",inproceedings
l/BuSungLee,"['75/8503', 'k/MarkusKirchberg', 'l/BuSungLee']",Efficient Migration of Virtual Machines between Public and Private Cloud.,2011,CloudCom,"['https://doi.org/10.1109/CloudCom.2011.83', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2011.83', 'https://www.wikidata.org/entity/Q57555357']",inproceedings
l/BuSungLee,"['31/9004', '14/3737', '30/6609', 'l/BuSungLee']",A visual attention model combining top-down and bottom-up mechanisms for salient object detection.,2011,ICASSP,https://doi.org/10.1109/ICASSP.2011.5946648,inproceedings
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",Predictive Scheduling in Drive-Thru Networks with Flow-Level Dynamics and Deadlines.,2011,ICC,https://doi.org/10.1109/icc.2011.5963358,inproceedings
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",McFIS in hierarchical bipredictve pictures-based video coding for referencing the stable area in a scene.,2011,ICIP,https://doi.org/10.1109/ICIP.2011.6116473,inproceedings
l/BuSungLee,"['86/2979', 'a/QianhuiAltheaLiang', '72/5398', 'l/BuSungLee']",Software Versioning in the Cloud - Towards Automatic Source Code Management.,2011,ICSOFT (1),,inproceedings
l/BuSungLee,"['98/392', 'l/BuSungLee']",Event Detection in Twitter.,2011,ICWSM,"OrderedDict([('@type', 'oa'), ('#text', 'http://www.aaai.org/ocs/index.php/ICWSM/ICWSM11/paper/view/2767')])",inproceedings
l/BuSungLee,"['49/7684', '92/10031', 'l/BuSungLee', '76/440']",Cost Minimization for Provisioning Virtual Servers in Amazon Elastic Compute Cloud.,2011,MASCOTS,"['https://doi.org/10.1109/MASCOTS.2011.30', 'http://doi.ieeecomputersociety.org/10.1109/MASCOTS.2011.30', 'https://www.wikidata.org/entity/Q57555347']",inproceedings
l/BuSungLee,"['07/8844', '14/3737', 'l/BuSungLee', '30/6609']",Adaptive Orthogonal Transform for Motion Compensation Residual in Video Compression.,2011,MMM (1),https://doi.org/10.1007/978-3-642-17832-0_5,inproceedings
l/BuSungLee,"['31/9004', '14/3737', 'l/BuSungLee', '30/6609', 'l/ChiaWenLin']",Bottom-Up Saliency Detection Model Based on Amplitude Spectrum.,2011,MMM (1),https://doi.org/10.1007/978-3-642-17832-0_35,inproceedings
l/BuSungLee,"['75/11480', '10/10089', '64/4283', '41/1537', 'k/MarkusKirchberg', 'a/QianhuiAltheaLiang', 'l/BuSungLee']",TrustCloud: A Framework for Accountability and Trust in Cloud Computing.,2011,SERVICES,"['https://doi.org/10.1109/SERVICES.2011.91', 'http://doi.ieeecomputersociety.org/10.1109/SERVICES.2011.91', 'https://www.wikidata.org/entity/Q57555378']",inproceedings
l/BuSungLee,"['75/11480', '10/10089', 'l/BuSungLee']",Flogger: A File-Centric Logger for Monitoring File Access and Transfers within Cloud Computing Environments.,2011,TrustCom,"['https://doi.org/10.1109/TrustCom.2011.100', 'http://doi.ieeecomputersociety.org/10.1109/TrustCom.2011.100', 'https://www.wikidata.org/entity/Q56805428']",inproceedings
l/BuSungLee,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Multi-Rate Broadcasting: Analysis and Design of Stateless Algorithms.,2011,VTC Fall,https://doi.org/10.1109/VETECF.2011.6093087,inproceedings
l/BuSungLee,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Exploiting wireless broadcast advantage as a network-wide cache.,2011,WiMob,"['https://doi.org/10.1109/WiMOB.2011.6085348', 'http://doi.ieeecomputersociety.org/10.1109/WiMOB.2011.6085348']",inproceedings
l/BuSungLee,"['88/2616', '61/2029-2', 'l/ErwinLeonardi', '01/10097', 'k/MarkusKirchberg', 'l/BuSungLee']",μCloud: Towards a New Paradigm of Rich Mobile Applications.,2011,ANT/MobiWIS,"['https://doi.org/10.1016/j.procs.2011.07.080', 'https://www.wikidata.org/entity/Q57555379']",inproceedings
l/BuSungLee,"['k/MarkusKirchberg', '75/11480', 'l/BuSungLee']",From Linked Data to Relevant Data -- Time is the Essence,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1103.5046')])",article
l/BuSungLee,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",Self-Organization of Wireless Ad Hoc Networks as Small Worlds Using Long Range Directional Beams,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1109.5338')])",article
l/BuSungLee,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Self-organization of Nodes using Bio-Inspired Techniques for Achieving Small World Properties,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1109.5959')])",article
l/BuSungLee,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Achieving Small World Properties using Bio-Inspired Techniques in Wireless Networks,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1111.4807')])",article
l/BuSungLee,"['65/6351', '06/3212', 'l/BuSungLee', '80/3549']",CARRADS: Cross layer based adaptive real-time routing attack detection system for MANETS.,2010,Comput. Networks,"['https://doi.org/10.1016/j.comnet.2009.10.012', 'https://www.wikidata.org/entity/Q57555387']",article
l/BuSungLee,"['57/5299', 'l/BuSungLee', '52/910']",Efficient DSR route request flooding with directional antennas.,2010,Comput. Networks,"['https://doi.org/10.1016/j.comnet.2010.03.016', 'https://www.wikidata.org/entity/Q57555390']",article
l/BuSungLee,"['19/8074', '52/910', 'l/BuSungLee']",Environment-aware QoS framework for multi-interface terminal.,2010,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2010.01.010', 'https://www.wikidata.org/entity/Q57555395']",article
l/BuSungLee,"['09/4697', 'l/BuSungLee', '23/2460', '52/910']",A model to predict the optimal performance of the Hierarchical Data Grid.,2010,Future Gener. Comput. Syst.,"['https://doi.org/10.1016/j.future.2009.05.010', 'https://www.wikidata.org/entity/Q57555383']",article
l/BuSungLee,"['26/4290', '52/910', 'l/BuSungLee']",Enabling inter-PMIPv6-domain handover with traffic distributors.,2010,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2010.03.001', 'https://www.wikidata.org/entity/Q57555394']",article
l/BuSungLee,"['06/2736', '36/5102', '17/6484', '52/910', 'l/BuSungLee']",A Service/Device Differentiation Scheme for Contention-Tone-Based Wireless LAN Protocol.,2010,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2010.2063045', 'https://www.wikidata.org/entity/Q57555381']",article
l/BuSungLee,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",A Network Lifetime Aware Cooperative MAC Scheme for 802.11b Wireless Networks.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421811,inproceedings
l/BuSungLee,"['06/2736', '36/5102', '17/6484', '52/910', 'l/BuSungLee']",Controlling Route Discovery for Efficient Routing in Resource-Constrained Sensor Networks.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421810,inproceedings
l/BuSungLee,"['35/2011', '52/910', 'l/BuSungLee']",A Disruption Tolerant Mobility Architecture Towards Convergent Terminal Mobility.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421794,inproceedings
l/BuSungLee,"['26/4290', '73/7911', '52/910', 'l/BuSungLee']",Enabling Inter-PMIPv6-Domain Handover with Traffic Distributors.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421812,inproceedings
l/BuSungLee,"['56/9726', 't/StephenJohnTurner', 'l/BuSungLee', '92/9299', '24/2670', '23/6574']",Performance modeling for runtime kernel adaptation: A case study on infectious disease simulation.,2010,GRID,"['https://doi.org/10.1109/GRID.2010.5698009', 'http://doi.ieeecomputersociety.org/10.1109/GRID.2010.5698009']",inproceedings
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Video coding using the most common frame in scene.,2010,ICASSP,"['https://doi.org/10.1109/ICASSP.2010.5495033', 'https://www.wikidata.org/entity/Q57555405']",inproceedings
l/BuSungLee,"['07/8844', '14/3737', 'l/BuSungLee', '30/6609', '99/774']",Two dimensional Singular Value Decomposition (2D-SVD) based video coding.,2010,ICIP,"['https://doi.org/10.1109/ICIP.2010.5650998', 'https://www.wikidata.org/entity/Q57555403']",inproceedings
l/BuSungLee,"['73/8538', '14/3737', 'l/BuSungLee', '30/6609', '99/774']",Comparison between H.264/AVC and Motion jpeg2000 for super-high definition video coding.,2010,ICIP,"['https://doi.org/10.1109/ICIP.2010.5651661', 'https://www.wikidata.org/entity/Q57555388']",inproceedings
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Pattern based video coding with uncovered background.,2010,ICIP,"['https://doi.org/10.1109/ICIP.2010.5654053', 'https://www.wikidata.org/entity/Q57555397']",inproceedings
l/BuSungLee,"['73/8538', '14/3737', 'l/BuSungLee', '30/6609']",Robust image compression based on compressive sensing.,2010,ICME,"['https://doi.org/10.1109/ICME.2010.5583387', 'http://doi.ieeecomputersociety.org/10.1109/ICME.2010.5583387', 'https://www.wikidata.org/entity/Q57555398']",inproceedings
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",McFIS: Better I-frame for video coding.,2010,ISCAS,https://doi.org/10.1109/ISCAS.2010.5537228,inproceedings
l/BuSungLee,"['l/BuSungLee', '57/8505', '45/4378', '17/8505', '44/2168']",Availability and effectiveness of root DNS servers: A long term study.,2010,NOMS,https://doi.org/10.1109/NOMS.2010.5488355,inproceedings
l/BuSungLee,"['49/7684', 'l/BuSungLee', '76/440']",Robust cloud resource provisioning for cloud computing environments.,2010,SOCA,"['https://doi.org/10.1109/SOCA.2010.5707147', 'https://www.wikidata.org/entity/Q57555402']",inproceedings
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",Robust Geographic Routing with Virtual Destination Based Void Handling for MANETs.,2010,VTC Spring,https://doi.org/10.1109/VETECS.2010.5494223,inproceedings
l/BuSungLee,"['35/4520', 'l/BuSungLee', '52/910', 'k/AndreasKassler']",Efficient channel assignment and routing protocol for multiple channels multiple interfaces wireless mesh network.,2010,Wireless Days,"['https://doi.org/10.1109/WD.2010.5657703', 'https://www.wikidata.org/entity/Q57555392']",inproceedings
l/BuSungLee,"['04/6863', '83/3179', 'l/BuSungLee']",A dynamic admission control scheme to manage contention on shared computing resources.,2009,Concurr. Comput. Pract. Exp.,"['https://doi.org/10.1002/cpe.1326', 'https://www.wikidata.org/entity/Q57555406']",article
l/BuSungLee,"['65/657', 'm/ChunyanMiao', '03/1554', '74/1798-1', 'l/BuSungLee']",A fuzzy neural network with fuzzy impact grades.,2009,Neurocomputing,"['https://doi.org/10.1016/j.neucom.2009.03.009', 'https://www.wikidata.org/entity/Q57555407']",article
l/BuSungLee,"['62/411', 'l/BuSungLee', '52/910', '36/5102', '35/2011']",A terminal-assisted route optimized NEMO management.,2009,Telecommun. Syst.,"['https://doi.org/10.1007/s11235-009-9185-6', 'https://www.wikidata.org/entity/Q57555410']",article
l/BuSungLee,"['62/411', '52/910', 'l/BuSungLee', '34/5046']",TMSP: Terminal Mobility Support Protocol.,2009,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2008.154', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2008.154', 'https://www.wikidata.org/entity/Q57555418']",article
